holiday,locale,transferred,sales,onpromotion
Not Holiday,Not Holiday,False,303333.392926,0.0
Not Holiday,Not Holiday,False,312490.104996,0.0
Not Holiday,Not Holiday,False,273057.8798588,0.0
Not Holiday,Not Holiday,False,320246.574024,0.0
Holiday,Local,False,484903.6890081,0.0
Not Holiday,Not Holiday,False,522868.441946,0.0
Not Holiday,Not Holiday,False,367068.4500143,0.0
Not Holiday,Not Holiday,False,436441.034076,0.0
Not Holiday,Not Holiday,False,414455.6550375,0.0
Not Holiday,Not Holiday,False,348933.24703,0.0
Not Holiday,Not Holiday,False,378109.978059,0.0
Not Holiday,Not Holiday,False,540156.625057,0.0
Not Holiday,Not Holiday,False,553031.424016,0.0
Holiday,Local,False,373387.109043,0.0
Not Holiday,Not Holiday,False,326726.7240121,0.0
Holiday,National,True,322529.418957,0.0
Not Holiday,Not Holiday,False,305047.0980576,0.0
Transfer,National,False,402913.849028,0.0
Not Holiday,Not Holiday,False,426379.6909939,0.0
Not Holiday,Not Holiday,False,481781.2559686,0.0
Not Holiday,Not Holiday,False,342694.7209944,0.0
Not Holiday,Not Holiday,False,305242.569986,0.0
Not Holiday,Not Holiday,False,355696.963943,0.0
Not Holiday,Not Holiday,False,312949.412961,0.0
Not Holiday,Not Holiday,False,323327.873107,0.0
Not Holiday,Not Holiday,False,488245.570001,0.0
Not Holiday,Not Holiday,False,537713.5090483,0.0
Not Holiday,Not Holiday,False,348721.327971,0.0
Not Holiday,Not Holiday,False,301641.7850828,0.0
Not Holiday,Not Holiday,False,323105.11598,0.0
Not Holiday,Not Holiday,False,276059.0800025,0.0
Not Holiday,Not Holiday,False,317570.4260338,0.0
Not Holiday,Not Holiday,False,452902.363914,0.0
Not Holiday,Not Holiday,False,512891.4830689,0.0
Not Holiday,Not Holiday,False,346941.91396,0.0
Not Holiday,Not Holiday,False,302332.9969864,0.0
Not Holiday,Not Holiday,False,319494.7050373,0.0
Not Holiday,Not Holiday,False,298195.433106,0.0
Not Holiday,Not Holiday,False,403637.232955,0.0
Holiday,National,False,540615.555037,0.0
Holiday,National,False,602796.556029,0.0
Not Holiday,Not Holiday,False,424314.167046,0.0
Not Holiday,Not Holiday,False,393322.182909,0.0
Holiday,Regional,False,386426.9788195,0.0
Holiday,Regional,False,346293.3400477,0.0
Not Holiday,Not Holiday,False,358473.978049,0.0
Not Holiday,Not Holiday,False,513850.32307,0.0
Holiday,Local,False,587666.490239,0.0
Holiday,Local,False,374087.890067,0.0
Holiday,Local,False,373277.748034,0.0
Not Holiday,Not Holiday,False,332279.2568851,0.0
Not Holiday,Not Holiday,False,284567.4029707,0.0
Not Holiday,Not Holiday,False,349383.296052,0.0
Not Holiday,Not Holiday,False,524065.5881155,0.0
Not Holiday,Not Holiday,False,579209.228924,0.0
Not Holiday,Not Holiday,False,391945.551999,0.0
Not Holiday,Not Holiday,False,329455.2710234,0.0
Not Holiday,Not Holiday,False,354337.734795,0.0
Not Holiday,Not Holiday,False,298047.047965,0.0
Not Holiday,Not Holiday,False,340734.213038,0.0
Not Holiday,Not Holiday,False,485544.298837,0.0
Not Holiday,Not Holiday,False,550925.293106,0.0
Not Holiday,Not Holiday,False,365965.5090102,0.0
Not Holiday,Not Holiday,False,323292.830024,0.0
Not Holiday,Not Holiday,False,337083.286026,0.0
Not Holiday,Not Holiday,False,305982.981947,0.0
Not Holiday,Not Holiday,False,357000.404165,0.0
Not Holiday,Not Holiday,False,541977.655801,0.0
Not Holiday,Not Holiday,False,698217.128989,0.0
Not Holiday,Not Holiday,False,495488.366984,0.0
Not Holiday,Not Holiday,False,424438.046973,0.0
Not Holiday,Not Holiday,False,424147.0459855,0.0
Additional,Local,False,386406.804985,0.0
Holiday,Local,False,432661.755068,0.0
Not Holiday,Not Holiday,False,537181.319801,0.0
Holiday,Local,False,588855.895921,0.0
Not Holiday,Not Holiday,False,442309.3141075,0.0
Not Holiday,Not Holiday,False,414421.695986,0.0
Not Holiday,Not Holiday,False,422957.198908,0.0
Not Holiday,Not Holiday,False,384256.080979,0.0
Not Holiday,Not Holiday,False,434657.0129787,0.0
Not Holiday,Not Holiday,False,554911.917024,0.0
Not Holiday,Not Holiday,False,642015.7758165,0.0
Not Holiday,Not Holiday,False,516060.290853,0.0
Not Holiday,Not Holiday,False,480470.71684249997,0.0
Not Holiday,Not Holiday,False,527481.336925,0.0
Not Holiday,Not Holiday,False,507461.038187,0.0
Not Holiday,Not Holiday,False,544104.2676365,0.0
Additional,National,False,685673.07474,0.0
Additional,National,False,696295.146867,0.0
Holiday,Local,False,696295.146867,0.0
Additional,National,False,792865.284427,0.0
Additional,National,False,620663.290732,0.0
Additional,National,False,470731.1624137,0.0
Not Holiday,Not Holiday,False,479314.968043,0.0
Not Holiday,Not Holiday,False,556952.3059789999,0.0
Not Holiday,Not Holiday,False,499719.5049237,0.0
Not Holiday,Not Holiday,False,635134.7358515,0.0
Additional,National,False,507264.6630475,0.0
Holiday,National,False,8602.065404,0.0
Not Holiday,Not Holiday,False,801011.226041,0.0
Not Holiday,Not Holiday,False,680672.845603,0.0
Not Holiday,Not Holiday,False,936628.8866039,0.0
Not Holiday,Not Holiday,False,949618.78894,0.0
Not Holiday,Not Holiday,False,602268.564009,0.0
Not Holiday,Not Holiday,False,563450.5988595,0.0
Not Holiday,Not Holiday,False,636176.853478,0.0
Not Holiday,Not Holiday,False,496377.933414,0.0
Not Holiday,Not Holiday,False,543055.329066,0.0
Not Holiday,Not Holiday,False,787321.455619,0.0
Not Holiday,Not Holiday,False,844633.598917,0.0
Not Holiday,Not Holiday,False,555547.0150185,0.0
Not Holiday,Not Holiday,False,502643.104285,0.0
Not Holiday,Not Holiday,False,567067.469069,0.0
Not Holiday,Not Holiday,False,502789.214207,0.0
Not Holiday,Not Holiday,False,542937.915657,0.0
Not Holiday,Not Holiday,False,786779.8899055,0.0
Not Holiday,Not Holiday,False,851735.334091,0.0
Not Holiday,Not Holiday,False,575850.061871,0.0
Not Holiday,Not Holiday,False,538817.207912,0.0
Not Holiday,Not Holiday,False,553097.596874,0.0
Not Holiday,Not Holiday,False,460789.0398597,0.0
Not Holiday,Not Holiday,False,526124.572256,0.0
Not Holiday,Not Holiday,False,733880.979053,0.0
Not Holiday,Not Holiday,False,814057.732862,0.0
Not Holiday,Not Holiday,False,540798.833711,0.0
Not Holiday,Not Holiday,False,481593.435798,0.0
Not Holiday,Not Holiday,False,512853.989922,0.0
Not Holiday,Not Holiday,False,453642.9707033,0.0
Not Holiday,Not Holiday,False,560816.192394,0.0
Not Holiday,Not Holiday,False,648870.19898,0.0
Not Holiday,Not Holiday,False,619805.537102,0.0
Not Holiday,Not Holiday,False,461637.5229585,0.0
Not Holiday,Not Holiday,False,403189.5869763,0.0
Not Holiday,Not Holiday,False,399138.3059075,0.0
Not Holiday,Not Holiday,False,359139.101529,0.0
Not Holiday,Not Holiday,False,389471.568011,0.0
Not Holiday,Not Holiday,False,530128.059914,0.0
Not Holiday,Not Holiday,False,520753.7470746,0.0
Not Holiday,Not Holiday,False,396622.737011,0.0
Not Holiday,Not Holiday,False,358382.7339877,0.0
Not Holiday,Not Holiday,False,387758.393971,0.0
Not Holiday,Not Holiday,False,347373.2985675,0.0
Not Holiday,Not Holiday,False,361206.4069057,0.0
Not Holiday,Not Holiday,False,538893.357859,0.0
Not Holiday,Not Holiday,False,595300.23508,0.0
Not Holiday,Not Holiday,False,412029.2879535,0.0
Not Holiday,Not Holiday,False,365331.247942,0.0
Not Holiday,Not Holiday,False,360161.6390075,0.0
Not Holiday,Not Holiday,False,322451.9201135,0.0
Not Holiday,Not Holiday,False,369403.653633,0.0
Not Holiday,Not Holiday,False,538206.082827,0.0
Not Holiday,Not Holiday,False,487896.463891,0.0
Not Holiday,Not Holiday,False,404224.188997,0.0
Not Holiday,Not Holiday,False,351418.110084,0.0
Not Holiday,Not Holiday,False,353604.266985,0.0
Not Holiday,Not Holiday,False,330330.185244,0.0
Not Holiday,Not Holiday,False,425624.795466,0.0
Not Holiday,Not Holiday,False,911360.2578707,0.0
Holiday,Local,False,667413.052988,0.0
Holiday,National,False,613973.031386,0.0
Holiday,National,False,748930.902096,0.0
Not Holiday,Not Holiday,False,741756.416525,0.0
Not Holiday,Not Holiday,False,614082.444339,0.0
Not Holiday,Not Holiday,False,598242.341178,0.0
Not Holiday,Not Holiday,False,753345.259201,0.0
Not Holiday,Not Holiday,False,916117.649984,0.0
Not Holiday,Not Holiday,False,587414.828974,0.0
Not Holiday,Not Holiday,False,539365.375063,0.0
Not Holiday,Not Holiday,False,575676.797032,0.0
Not Holiday,Not Holiday,False,473298.042544,0.0
Not Holiday,Not Holiday,False,530515.2554715,0.0
Not Holiday,Not Holiday,False,731049.789851,0.0
Not Holiday,Not Holiday,False,929808.492772,0.0
Not Holiday,Not Holiday,False,612719.522118,0.0
Not Holiday,Not Holiday,False,537427.86875,0.0
Not Holiday,Not Holiday,False,585974.657018,0.0
Not Holiday,Not Holiday,False,500897.112641,0.0
Not Holiday,Not Holiday,False,548811.469984,0.0
Not Holiday,Not Holiday,False,771704.933772,0.0
Not Holiday,Not Holiday,False,838814.636064,0.0
Not Holiday,Not Holiday,False,571762.044919,0.0
Not Holiday,Not Holiday,False,539861.6183493,0.0
Not Holiday,Not Holiday,False,569680.543547,0.0
Not Holiday,Not Holiday,False,468581.39830400003,0.0
Not Holiday,Not Holiday,False,538905.781947,0.0
Not Holiday,Not Holiday,False,822333.142686,0.0
Not Holiday,Not Holiday,False,873958.8396415,0.0
Not Holiday,Not Holiday,False,651800.509461,0.0
Holiday,Regional,False,485079.887001,8.0
Not Holiday,Not Holiday,False,463917.316107,4.0
Not Holiday,Not Holiday,False,388867.961418,120.0
Not Holiday,Not Holiday,False,422578.745073,5.0
Not Holiday,Not Holiday,False,617680.194045,7.0
Not Holiday,Not Holiday,False,631888.250898,7.0
Not Holiday,Not Holiday,False,426091.1040178,3.0
Not Holiday,Not Holiday,False,376663.272105,8.0
Not Holiday,Not Holiday,False,375309.08201199997,4.0
Not Holiday,Not Holiday,False,334052.7571255,119.0
Not Holiday,Not Holiday,False,379646.845927,14.0
Holiday,Local,False,529919.922964,10.0
Not Holiday,Not Holiday,False,540190.281942,16.0
Holiday,Local,False,381386.309033,8.0
Not Holiday,Not Holiday,False,364689.054991,45.0
Not Holiday,Not Holiday,False,411357.084985,45.0
Not Holiday,Not Holiday,False,397464.842904,455.0
Holiday,National,False,394392.184115,37.0
Not Holiday,Not Holiday,False,496904.749136,36.0
Not Holiday,Not Holiday,False,520126.3980386,56.0
Holiday,Local,False,398677.396998,28.0
Not Holiday,Not Holiday,False,370552.249018,49.0
Not Holiday,Not Holiday,False,372232.595049,58.0
Not Holiday,Not Holiday,False,320875.477858,460.0
Not Holiday,Not Holiday,False,357173.708433,22.0
Not Holiday,Not Holiday,False,497334.735036,39.0
Not Holiday,Not Holiday,False,560508.420995,52.0
Not Holiday,Not Holiday,False,362271.9169815,65.0
Not Holiday,Not Holiday,False,326338.348031,73.0
Not Holiday,Not Holiday,False,357079.964912,86.0
Holiday,National,False,530380.848064,547.0
Not Holiday,Not Holiday,False,443284.891212,215.0
Not Holiday,Not Holiday,False,610391.748971,72.0
Not Holiday,Not Holiday,False,646164.863883,58.0
Not Holiday,Not Holiday,False,427601.704071,67.0
Not Holiday,Not Holiday,False,388945.890086,84.0
Not Holiday,Not Holiday,False,391932.183945,71.0
Not Holiday,Not Holiday,False,337483.713217,472.0
Not Holiday,Not Holiday,False,381335.196055,218.0
Additional,National,False,577012.026997,61.0
Event,National,False,454512.928937,59.0
Holiday,Local,False,398251.889006,61.0
Not Holiday,Not Holiday,False,360734.522978,65.0
Not Holiday,Not Holiday,False,356373.806985,151.0
Not Holiday,Not Holiday,False,332272.8296378,534.0
Not Holiday,Not Holiday,False,380822.742652,1188.0
Not Holiday,Not Holiday,False,537873.964019,129.0
Not Holiday,Not Holiday,False,634519.7368283,139.0
Not Holiday,Not Holiday,False,388814.744958,110.0
Not Holiday,Not Holiday,False,354372.33997,157.0
Not Holiday,Not Holiday,False,356898.483031,191.0
Not Holiday,Not Holiday,False,310660.142642,1561.0
Not Holiday,Not Holiday,False,349549.892726,1274.0
Holiday,National,False,516627.261707,220.0
Not Holiday,Not Holiday,False,573412.21016,218.0
Not Holiday,Not Holiday,False,373831.086112,188.0
Not Holiday,Not Holiday,False,327642.143098,196.0
Not Holiday,Not Holiday,False,338481.784057,192.0
Not Holiday,Not Holiday,False,326624.5773325,1586.0
Not Holiday,Not Holiday,False,375782.6398709,1224.0
Not Holiday,Not Holiday,False,597192.467989,267.0
Not Holiday,Not Holiday,False,742732.830236,123.0
Not Holiday,Not Holiday,False,512725.7729758,195.0
Not Holiday,Not Holiday,False,443636.187975,213.0
Not Holiday,Not Holiday,False,423284.494993,236.0
Not Holiday,Not Holiday,False,359474.513823,1616.0
Not Holiday,Not Holiday,False,391266.125449,1264.0
Not Holiday,Not Holiday,False,557142.461024,197.0
Not Holiday,Not Holiday,False,626026.956957,215.0
Not Holiday,Not Holiday,False,415798.946041,199.0
Not Holiday,Not Holiday,False,351689.4229725,199.0
Not Holiday,Not Holiday,False,373828.16418,258.0
Event,National,False,329408.06736,1979.0
Not Holiday,Not Holiday,False,392308.374573,1335.0
Not Holiday,Not Holiday,False,622072.988944,278.0
Event,National,False,441279.9339945,250.0
Not Holiday,Not Holiday,False,447450.23987,338.0
Not Holiday,Not Holiday,False,380396.036044,380.0
Not Holiday,Not Holiday,False,373408.6641423,425.0
Not Holiday,Not Holiday,False,332280.93509600003,2359.0
Event,National,False,369206.789547,1933.0
Not Holiday,Not Holiday,False,538613.855166,308.0
Not Holiday,Not Holiday,False,591184.1240535,360.0
Holiday,Local,False,414929.6359765,237.0
Not Holiday,Not Holiday,False,340464.7450455,266.0
Event,National,False,355342.398017,354.0
Holiday,Local,False,710684.796034,708.0
Holiday,Regional,False,355342.398017,354.0
Not Holiday,Not Holiday,False,315798.180924,2168.0
Not Holiday,Not Holiday,False,370793.573429,2732.0
Event,National,False,510870.81398,425.0
Event,National,False,567218.8850125,302.0
